reference,title,status,filename,source_url,bytes,notes
70,CROSS: A Mixture-of-Experts Reinforcement Learning Framework for Generalizable Large-Scale Traffic Signal Control,downloaded,70_CROSS_A_Mixture_of_Experts_Reinforcement_Learning_Framework_for_Generalizable_Large_Scale_Traffic_Signal_Control.pdf,https://arxiv.org/pdf/2603.24930,911797,"PDF verified; title overlap=1.00, similarity=0.37; DOI=10.1109/tits.2019.2901791"
71,A Spatial-Temporal Graph Attention Network for Multi-Intersection Traffic Light Control,not downloaded,,,0,DOI=10.1109/IJCNN52387.2021.9533335 | https://figshare.com/articles/conference_contribution/A_Spatial-Temporal_Graph_Attention_Network_for_Multi-intersection_Traffic_Light_Control/20641563 -> HTML without matching downloadable PDF | https://doi.org/10.1109/ijcnn52387.2021.9533335 -> HTML without matching downloadable PDF | http://doi.org/10.1109/IJCNN52387.2021.9533335 -> HTML without matching downloadable PDF | https://doi.org/10.1109/IJCNN52387.2021.9533335 -> HTML without matching downloadable PDF
72,Meta-Learning Based Spatial-Temporal Graph Attention Network for Traffic Signal Control,not downloaded,,,0,DOI=10.1016/j.knosys.2022.109166 | https://doi.org/10.1016/j.knosys.2022.109166 -> HTML without matching downloadable PDF
73,A Deep Reinforcement Learning Framework with Memory Network to Coordinate Traffic Signal Control,not downloaded,,,0,DOI=10.1109/ITSC55140.2022.9921752 | https://doi.org/10.1109/itsc55140.2022.9921752 -> HTML without matching downloadable PDF | https://ro.uow.edu.au/test2021/7419 -> HTTP 404 | https://doi.org/10.1109/ITSC55140.2022.9921752 -> HTML without matching downloadable PDF
74,Multi-Agent Reinforcement Learning Based on Representational Communication for Large-Scale Traffic Signal Control,downloaded,74_Multi_Agent_Reinforcement_Learning_Based_on_Representational_Communication_for_Large_Scale_Traffic_Signal_Contro.pdf,https://arxiv.org/pdf/2310.02435,6337303,"PDF verified; title overlap=1.00, similarity=0.00; DOI=10.1109/ACCESS.2023.3275883"
75,Traffic Light Control Using Deep Policy-Gradient and Value-Function-Based Reinforcement Learning,downloaded,75_Traffic_Light_Control_Using_Deep_Policy_Gradient_and_Value_Function_Based_Reinforcement_Learning.pdf,https://arxiv.org/pdf/1704.08883,386974,"PDF verified; title overlap=1.00, similarity=0.32; DOI=10.1049/iet-its.2017.0153"
76,Learning Traffic Signal Control from Demonstrations,not downloaded,,,0,"DOI=10.1145/3357384.3358079 | https://arxiv.org/pdf/1904.08117.pdf -> PDF title mismatch; title overlap=0.00, similarity=0.00 | https://export.arxiv.org/pdf/1904.08117 -> PDF title mismatch; title overlap=0.00, similarity=0.00 | https://doi.org/10.1145/3357384.3358079 -> HTTP 403 | https://dl.acm.org/doi/pdf/10.1145/3357384.3358079 -> HTTP 403"
77,Time Critic Policy Gradient Methods for Traffic Signal Control in Complex and Congested Scenarios,not downloaded,,,0,DOI=10.1145/3292500.3330988 | https://doi.org/10.1145/3292500.3330988 -> HTTP 403
78,MetaLight: Value-Based Meta-Reinforcement Learning for Traffic Signal Control,downloaded,78_MetaLight_Value_Based_Meta_Reinforcement_Learning_for_Traffic_Signal_Control.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/5467/5323,784198,"PDF verified; title overlap=1.00, similarity=0.27; DOI=10.1609/aaai.v34i01.5467"
79,A Novel Reinforcement Learning-Based Cooperative Traffic Signal System Through Max-Pressure Control,not downloaded,,,0,DOI=10.1109/TVT.2021.3069921 | https://doi.org/10.1109/tvt.2021.3069921 -> HTML without matching downloadable PDF | https://doi.org/10.1109/TVT.2021.3069921 -> HTML without matching downloadable PDF
