reference,title,status,filename,source_url,bytes,notes
90,Multiple Intersections Traffic Signal Control Based on Cooperative Multi-Agent Reinforcement Learning,not downloaded,,,0,DOI=10.1016/j.ins.2023.119484 | https://doi.org/10.1016/j.ins.2023.119484 -> HTML without matching downloadable PDF | https://cronfa.swan.ac.uk/api/Download/28393 -> curl download failed | https://api.elsevier.com/content/article/PII:S0020025523010691?httpAccept=text/xml -> Not PDF (1844 bytes) | https://api.elsevier.com/content/article/PII:S0020025523010691?httpAccept=text/plain -> curl download failed | https://linkinghub.elsevier.com/retrieve/pii/S0020025523010691 -> HTML without matching downloadable PDF
91,Coordinated Deep Reinforcement Learners for Traffic Light Control,downloaded,091_Coordinated_Deep_Reinforcement_Learners_for_Traffic_Light_Control.pdf,https://www.elisevanderpol.nl/papers/vanderpolNIPSMALIC2016.pdf,349733,"PDF verified; title overlap=1.00, similarity=0.13; DOI=10.1109/tvt.2018.2890726"
92,An Experimental Review of Reinforcement Learning Algorithms for Adaptive Traffic Signal Control,not downloaded,,,0,DOI=10.1007/978-3-319-25808-9_4 | https://doi.org/10.1007/978-3-319-25808-9_4 -> HTML without matching downloadable PDF | http://link.springer.com/content/pdf/10.1007/978-3-319-25808-9_4 -> HTML without matching downloadable PDF | http://link.springer.com/10.1007/978-3-319-25808-9_4 -> HTML without matching downloadable PDF
93,CoTV: Cooperative Control for Traffic Light Signals and Connected Autonomous Vehicles Using Deep Reinforcement Learning,downloaded,093_CoTV_Cooperative_Control_for_Traffic_Light_Signals_and_Connected_Autonomous_Vehicles_Using_Deep_Reinforcement_Learn.pdf,https://arxiv.org/pdf/2201.13143,4035600,"PDF verified; title overlap=1.00, similarity=0.00; DOI=10.1109/TITS.2023.3276416"
94,Network-Wide Traffic Signal Control Optimization Using a Multi-Agent Deep Reinforcement Learning,downloaded,094_Network_Wide_Traffic_Signal_Control_Optimization_Using_a_Multi_Agent_Deep_Reinforcement_Learning.pdf,https://arxiv.org/pdf/2104.09936,1481698,"PDF verified; title overlap=1.00, similarity=0.25; DOI=10.1016/j.trc.2021.103059"
95,Fairness Control of Traffic Light via Deep Reinforcement Learning,not downloaded,,,0,DOI=10.1109/CASE48305.2020.9216899 | https://doi.org/10.1109/case48305.2020.9216899 -> HTML without matching downloadable PDF | http://xplorestaging.ieee.org/ielx7/9210430/9216730/09216899.pdf?arnumber=9216899 -> HTML without matching downloadable PDF | https://ieeexplore.ieee.org/document/9216899/ -> HTML without matching downloadable PDF | https://doi.org/10.1109/CASE48305.2020.9216899 -> HTML without matching downloadable PDF
96,Transferable Traffic Signal Control: Reinforcement Learning with Graph Centric State Representation,not downloaded,,,0,DOI=10.1016/j.trc.2021.103321 | https://doi.org/10.1016/j.trc.2021.103321 -> HTML without matching downloadable PDF | https://api.elsevier.com/content/article/PII:S0968090X21003272?httpAccept=text/xml -> Not PDF (1876 bytes) | https://api.elsevier.com/content/article/PII:S0968090X21003272?httpAccept=text/plain -> curl download failed | https://linkinghub.elsevier.com/retrieve/pii/S0968090X21003272 -> HTML without matching downloadable PDF
97,Reinforcement Learning for Traffic Signal Control in Hybrid Action Space,not downloaded,,,0,DOI=10.1109/TITS.2023.3344585 | https://doi.org/10.1109/tits.2023.3344585 -> HTML without matching downloadable PDF | https://arxiv.org/pdf/2211.12956 -> curl download failed | https://arxiv.org/pdf/2211.12956.pdf -> curl download failed | http://xplorestaging.ieee.org/ielx7/6979/10543072/10379485.pdf?arnumber=10379485 -> HTML without matching downloadable PDF | https://ieeexplore.ieee.org/document/10379485/ -> HTML without matching downloadable PDF | https://doi.org/10.1109/TITS.2023.3344585 -> HTML without matching downloadable PDF
98,The Study of Reinforcement Learning for Traffic Self-Adaptive Control under Multiagent Markov Game Environment,not downloaded,,,0,DOI=10.1155/2013/962869 | https://downloads.hindawi.com/journals/mpe/2013/962869.pdf -> curl download failed | https://doi.org/10.1155/2013/962869 -> curl download failed | http://downloads.hindawi.com/journals/MPE/2013/962869.xml -> curl download failed | http://downloads.hindawi.com/journals/mpe/2013/962869.pdf -> curl download failed | http://downloads.hindawi.com/journals/mpe/2013/962869.xml -> curl download failed | http://www.hindawi.com/journals/mpe/2013/962869/ -> curl download failed
99,Deep Deterministic Policy Gradient for Urban Traffic Light Control,downloaded,099_Deep_Deterministic_Policy_Gradient_for_Urban_Traffic_Light_Control.pdf,https://arxiv.org/pdf/1703.09035,1451051,"PDF verified; title overlap=1.00, similarity=0.13; DOI=10.1109/ecti-con49241.2020.9158096"
100,Adaptive Traffic Signal Control with Actor-Critic Methods in a Real-World Traffic Network with Different Traffic Disruption Events,downloaded,100_Adaptive_Traffic_Signal_Control_with_Actor_Critic_Methods_in_a_Real_World_Traffic_Network_with_Different_Traffic_Di.pdf,https://pure.rug.nl/ws/files/50470700/Paper_Final.pdf,9609472,"PDF verified; title overlap=1.00, similarity=0.33; DOI=10.1016/j.trc.2017.09.020"
101,Traffic Signal Optimization through Discrete and Continuous Reinforcement Learning with Robustness Analysis in Downtown Tehran,downloaded,101_Traffic_Signal_Optimization_through_Discrete_and_Continuous_Reinforcement_Learning_with_Robustness_Analysis_in_Down.pdf,https://pure.rug.nl/ws/files/77297698/1_s2.0_S1474034617302598_main.pdf,4578874,"PDF verified; title overlap=1.00, similarity=0.32; DOI=10.1016/j.aei.2018.08.002"
102,Traffic Signal Control via Reinforcement Learning: A Review on Applications and Innovations,not downloaded,,,0,DOI=10.3390/infrastructures10050114 | https://www.mdpi.com/2412-3811/10/5/114/pdf -> curl download failed | https://www.mdpi.com/2412-3811/10/5/114/pdf?version=1746531161 -> curl download failed | https://doi.org/10.3390/infrastructures10050114 -> curl download failed | https://doaj.org/article/04cf2127e1ef4bdbb2dd3899d5e07215 -> curl download failed | https://www.mdpi.com/2412-3811/10/5/114 -> curl download failed
